number,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,gravitation
861,HD 564 b,175.0,104.87400000000001,8.29,2014,Gas Giant,12.544,1.2 AU,492.3 days,0.1,HD 564,Radial Velocity,,,00h09m52.82s,-50d16m04.2s,5902.0,0.96,1.01,6.544651617184684
862,HD 5891 b,932.0,2424.814,8.25,2011,Gas Giant,12.655999999999999,0.64 AU,177.1 days,0.07,HD 5891,Radial Velocity,,,01h00m33.19s,+20d17m32.9s,4673.0,1.93,10.64,148.6538938836032
863,HD 59686 A b,316.0,2199.176,5.442,2016,Gas Giant,12.655999999999999,1.086 AU,299.4 days,0.05,HD 59686 A,Radial Velocity,,,07h31m48.40s,+17d05m09.8s,4658.0,1.9,13.2,134.82109379744878
864,HD 60532 b,85.0,336.86800000000005,4.44,2008,Gas Giant,13.776,0.77 AU,201.9 days,0.26,HD 60532,Radial Velocity,,,07h34m03.18s,-22d17m45.8s,6245.0,1.5,2.57,17.43027668698137
865,HD 60532 c,85.0,797.678,4.44,2008,Gas Giant,13.216,1.6 AU,1.6 years,0.03,HD 60532,Radial Velocity,,,07h34m03.18s,-22d17m45.8s,6245.0,1.5,2.57,44.84544579965948
866,HD 62509 b,34.0,730.9399999999999,1.14,2006,Gas Giant,13.328,1.64 AU,1.6 years,0.02,HD 62509,Radial Velocity,,,07h45m18.95s,+28d01m34.3s,4946.0,2.1,8.31,40.40569227428271
868,HD 63433 c,73.0,2418.458,6.9,2020,Neptune-like,2.6655999999999995,0.1458 AU,20.5 days,0.0,HD 63433,Transit,89.147,,07h49m55.06s,+27d21m47.5s,5640.0,0.99,0.91,3342.2534587749074
869,HD 63454 b,123.0,79.45,9.37,2005,Gas Giant,12.297600000000001,0.04 AU,2.8 days,0.0,HD 63454,Radial Velocity,,,07h39m21.85s,-78d16m44.3s,4812.0,0.42,0.77,5.158743886125322
870,HD 63765 b,106.0,168.43400000000003,8.1,2009,Gas Giant,14.223999999999998,0.94 AU,358 days,0.24,HD 63765,Radial Velocity,,,07h47m49.72s,-54d15m50.9s,5449.0,0.65,0.83,8.174798685514949
872,HD 6434 b,138.0,155.722,7.71,2003,Gas Giant,14.223999999999998,0.14 AU,22 days,0.17,HD 6434,Radial Velocity,,,01h04m40.15s,-39d29m17.6s,5769.0,1.1,1.12,7.557832746985517
873,HD 65216 b,115.0,411.551,7.9639999999999995,2003,Gas Giant,13.664,1.301 AU,1.6 years,0.27,HD 65216,Radial Velocity,,,07h53m41.32s,-63d38m50.4s,5612.0,0.87,,21.64505759740463
874,HD 65216 c,115.0,645.134,7.9639999999999995,2013,Gas Giant,13.328,5.75 AU,14.7 years,0.17,HD 65216,Radial Velocity,,,07h53m41.32s,-63d38m50.4s,5612.0,0.87,,35.662415355127784
875,HD 66141 b,222.0,1906.8000000000002,4.38,2012,Gas Giant,12.767999999999999,1.2 AU,480.5 days,0.07,HD 66141,Radial Velocity,,,08h02m15.94s,+02d20m04.5s,4323.0,1.1,21.4,114.85507412905326
876,HD 66428 b,174.0,1018.2312000000001,8.246,2005,Gas Giant,13.104,3.467 AU,6.2 years,0.49,HD 66428,Radial Velocity,,,08h03m28.67s,-01d09m45.8s,5773.0,1.08,1.1,58.22767142709826
877,HD 67087 b,250.0,972.4680000000001,8.05,2015,Gas Giant,13.104,1.08 AU,352.2 days,0.17,HD 67087,Radial Velocity,,,08h07m39.76s,+31d33m04.7s,6330.0,1.36,1.55,55.61069743037474
878,HD 67087 c,250.0,1541.33,8.05,2015,Gas Giant,12.879999999999999,3.86 AU,6.5 years,0.76,HD 67087,Radial Velocity,,,08h07m39.76s,+31d33m04.7s,6330.0,1.36,1.55,91.2335757454153
879,HD 6718 b,168.0,533.904,8.45,2009,Gas Giant,13.44,3.55 AU,6.8 years,0.1,HD 6718,Radial Velocity,,,01h07m48.66s,-08d14m01.3s,5801.0,1.08,0.95,29.02387723241176
880,HD 68402 b,256.0,975.646,9.11,2016,Gas Giant,13.104,2.18 AU,3 years,0.03,HD 68402,Radial Velocity,,,08h05m23.69s,-74d24m37.5s,5950.0,1.12,1.02,55.79243173570276
881,HD 68988 b,199.0,626.066,8.2,2001,Gas Giant,13.44,0.07 AU,6.3 days,0.12,HD 68988,Radial Velocity,,,08h18m22.17s,+61d27m38.6s,5932.0,1.28,1.19,34.03395127848284
883,HD 69830 c,41.0,3750.0400000000004,6.0,2006,Neptune-like,3.4608,0.186 AU,31.6 days,0.13,HD 69830,Radial Velocity,,,08h18m23.95s,-12d37m55.8s,5385.0,0.86,,3074.494264460622
885,HD 70573 b,149.0,1938.58,11.424000000000001,2007,Gas Giant,12.767999999999999,1.76 AU,2.3 years,0.4,HD 70573,Radial Velocity,,,08h22m49.95s,+01d51m33.6s,5737.0,1.0,,116.76932536453748
886,HD 70642 b,96.0,633.3754,7.169,2003,Gas Giant,13.328,3.318 AU,5.8 years,0.18,HD 70642,Radial Velocity,,,08h21m28.14s,-39d42m19.5s,5732.0,1.08,0.98,35.01241074028063
887,HD 7199 b,118.0,85.80600000000001,8.027000000000001,2011,Gas Giant,11.121599999999999,1.36 AU,1.7 years,0.19,HD 7199,Radial Velocity,,,01h10m47.22s,-66d11m17.4s,5371.0,0.77,0.97,6.8119884967332185
888,HD 72490 b,414.0,561.8704,7.82,2018,Gas Giant,13.44,1.88 AU,2.4 years,0.12,HD 72490,Radial Velocity,,,08h33m36.65s,+13d33m02.8s,4934.0,1.21,4.96,30.544175563633328
889,HD 72659 b,170.0,1223.53,7.46,2002,Gas Giant,12.991999999999999,4.75 AU,10 years,0.22,HD 72659,Radial Velocity,,,08h34m03.19s,-01d34m05.6s,5932.0,1.43,1.46,71.17924707710968
890,HD 72892 b,228.0,1732.0100000000002,8.83,2016,Gas Giant,12.767999999999999,0.228 AU,39.5 days,0.42,HD 72892,Radial Velocity,,,08h34m52.60s,-14d27m24.1s,5688.0,1.02,1.22,104.32669233389004
891,HD 73267 b,179.0,984.2266000000001,8.889,2008,Gas Giant,13.104,2.187 AU,3.4 years,0.23,HD 73267,Radial Velocity,,,08h36m17.78s,-34d27m35.9s,5387.0,0.9,0.91,56.283114360088426
892,HD 73526 b,318.0,978.8240000000001,8.971,2002,Gas Giant,13.104,0.65 AU,188.3 days,0.19,HD 73526,Radial Velocity,,,08h37m16.48s,-41d19m08.8s,5601.0,1.14,1.53,55.974166041030784
893,HD 73526 c,318.0,715.0500000000001,8.971,2005,Gas Giant,13.328,1.03 AU,379.1 days,0.28,HD 73526,Radial Velocity,,,08h37m16.48s,-41d19m08.8s,5601.0,1.14,1.53,39.52730765962439
894,HD 73534 b,272.0,353.39360000000005,8.23,2008,Gas Giant,13.776,2.99 AU,4.8 years,0.13,HD 73534,Radial Velocity,,,08h39m15.80s,+12d57m37.4s,4917.0,1.16,2.58,18.285346864078566
895,HD 74156 b,211.0,572.0400000000001,7.614,2003,Gas Giant,13.44,0.292 AU,51.6 days,0.63,HD 74156,Radial Velocity,,,08h42m25.12s,+04d34m41.2s,6068.0,1.24,,31.097011320441172
896,HD 74156 c,211.0,2561.4680000000003,7.614,2003,Gas Giant,12.544,3.85 AU,6.8 years,0.43,HD 74156,Radial Velocity,,,08h42m25.12s,+04d34m41.2s,6068.0,1.24,,159.84815768032897
897,HD 7449 b,126.0,161.44240000000002,7.483,2011,Gas Giant,14.223999999999998,2.38 AU,3.4 years,0.92,HD 7449,Radial Velocity,,,01h14m29.32s,-05d02m50.6s,6024.0,1.05,,7.835467419323761
898,HD 75289 b,95.0,155.722,6.35,1999,Gas Giant,14.223999999999998,0.05 AU,3.5 days,0.03,HD 75289,Radial Velocity,,,08h47m40.39s,-41d44m12.5s,6117.0,1.29,1.23,7.557832746985517
899,HD 75784 b,279.0,317.8,7.84,2014,Gas Giant,13.776,1.032 AU,341.2 days,0.1,HD 75784,Radial Velocity,,,08h52m23.94s,+13d14m00.4s,4867.0,1.26,3.4,16.443657251869215
900,HD 75784 c,279.0,1792.392,7.84,2018,Gas Giant,12.767999999999999,8.4 AU,21.6 years,0.49,HD 75784,Radial Velocity,,,08h52m23.94s,+13d14m00.4s,4867.0,1.26,3.4,107.96376968131007
901,HD 75898 b,255.0,861.238,8.03,2007,Gas Giant,13.216,1.191 AU,422.9 days,0.11,HD 75898,Radial Velocity,,,08h53m50.80s,+33d03m24.5s,5963.0,1.26,1.58,48.41878809445306
902,HD 76700 b,199.0,66.738,8.155,2002,Gas Giant,9.5872,0.05 AU,4 days,0.09,HD 76700,Radial Velocity,,,08h53m55.51s,-66d48m03.6s,5644.0,0.99,1.37,7.129850180466248
903,HD 76920 b,603.0,1248.9540000000002,7.817,2017,Gas Giant,12.991999999999999,1.149 AU,415.4 days,0.86,HD 76920,Radial Velocity,,,08h55m16.82s,-67d15m55.7s,4698.0,1.17,7.47,72.65829636702365
905,HD 7924 b,55.0,2020.12748,7.185,2008,Neptune-like,2.3968,0.06 AU,5.4 days,0.06,HD 7924,Radial Velocity,,,01h21m59.12s,+76d42m37.0s,5131.0,0.65,0.78,3453.074716735372
907,HD 7924 d,55.0,2046.6320000000003,7.185,2015,Neptune-like,2.4192,0.1551 AU,24.5 days,0.21,HD 7924,Radial Velocity,,,01h21m59.12s,+76d42m37.0s,5131.0,0.65,0.78,3433.8949400487168
908,HD 79498 b,160.0,425.85200000000003,8.05,2011,Gas Giant,13.664,2.98 AU,5 years,0.58,HD 79498,Radial Velocity,,,09h15m09.40s,+23d22m32.0s,5748.0,1.08,1.05,22.3972024560017
909,HD 80606 b,217.0,1391.964,9.001,2001,Gas Giant,11.984,0.4565 AU,111.4 days,0.93,HD 80606,Radial Velocity,89.29,,09h22m37.57s,+50d36m13.4s,5561.0,1.15,1.04,95.17331440896658
911,HD 81040 b,112.0,2310.406,7.72,2005,Gas Giant,12.655999999999999,1.94 AU,2.7 years,0.53,HD 81040,Radial Velocity,,,09h23m47.09s,+20d21m52.0s,5755.0,1.05,0.91,141.64007975541222
912,HD 81688 b,280.0,858.0600000000001,5.393,2007,Gas Giant,13.216,0.81 AU,184 days,0.0,HD 81688,Radial Velocity,,,09h28m39.99s,+45d36m05.3s,4753.0,2.1,13.0,48.24012097971338
913,HD 81817 b,877.0,8612.380000000001,4.3,2020,Gas Giant,11.872,3.3 AU,2.9 years,0.17,HD 81817,Radial Velocity,,,09h37m05.29s,+81d19m35.0s,4140.0,4.3,83.8,600.0206527475654
914,HD 82886 b,416.0,740.474,7.78,2011,Gas Giant,13.328,1.58 AU,1.9 years,0.07,HD 82886,Radial Velocity,,,09h35m45.18s,+34d46m50.7s,4953.0,2.53,5.26,40.9327230430777
915,HD 82943 b,90.0,534.2218,6.53,2003,Gas Giant,13.44,1.18306 AU,441.5 days,0.16,HD 82943,Radial Velocity,90.0,,09h34m50.73s,-12d07m46.4s,6016.0,1.2,,29.041153349812003
916,HD 82943 c,90.0,622.5702,6.53,2003,Gas Giant,13.44,0.74345 AU,220.1 days,0.37,HD 82943,Radial Velocity,90.0,,09h34m50.73s,-12d07m46.4s,6016.0,1.2,,33.84391398708014
917,HD 8326 b,100.0,66.59499,8.76,2019,Gas Giant,9.575999999999999,0.533 AU,159 days,0.2,HD 8326,Radial Velocity,,,01h22m07.61s,-26d53m35.2s,4914.0,0.8,,7.131223935923884
918,HD 83443 b,134.0,108.052,8.222000000000001,2002,Gas Giant,12.767999999999999,0.04 AU,3 days,0.01,HD 83443,Radial Velocity,,,09h37m11.83s,-43d16m19.9s,5442.0,0.79,0.94,6.5084542006463515
919,HD 8535 b,171.0,216.104,7.7,2010,Gas Giant,14.0,2.45 AU,3.6 years,0.15,HD 8535,Radial Velocity,,,01h23m37.24s,-41d16m11.3s,6136.0,1.13,1.19,10.826735461324796
921,HD 85512 b,37.0,1010.06374,7.67,2011,Super Earth,17.919999999999998,0.26 AU,58.4 days,0.11,HD 85512,Radial Velocity,,,09h51m07.05s,-43d30m10.0s,4300.0,0.43,0.71,30.88613471242443
922,HD 8574 b,146.0,645.134,7.112,2002,Gas Giant,13.328,0.76 AU,227 days,0.3,HD 8574,Radial Velocity,,,01h25m12.52s,+28d34m00.1s,6064.0,1.34,1.38,35.662415355127784
923,HD 86081 b,340.0,470.344,8.73,2006,Gas Giant,13.552,0.0346 AU,2.1 days,0.01,HD 86081,Radial Velocity,,,09h56m05.92s,-03d48m30.3s,5939.0,1.21,1.46,25.14777774974547
924,HD 86226 b,149.0,143.01000000000002,7.932,2009,Gas Giant,14.335999999999999,2.73 AU,4.5 years,0.06,HD 86226,Radial Velocity,,,09h56m29.85s,-24d05m57.8s,5863.0,1.02,1.05,6.832839401464126
926,HD 86264 b,222.0,2224.6,7.407,2009,Gas Giant,12.655999999999999,2.86 AU,4 years,0.7,HD 86264,Radial Velocity,,,09h56m57.84s,-15d53m42.4s,6210.0,1.42,1.88,136.379719159269
927,HD 8673 b,124.0,4512.76,6.31,2009,Gas Giant,12.32,3.02 AU,4.5 years,0.72,HD 8673,Radial Velocity,,,01h26m08.78s,+34d34m46.9s,6472.0,1.35,1.39,291.95210628116666
928,HD 86950 b,689.0,1144.0800000000002,7.459,2016,Gas Giant,12.991999999999999,2.72 AU,3.5 years,0.17,HD 86950,Radial Velocity,,,10h01m37.61s,-17d19m58.9s,4805.0,1.66,8.8,66.55721804612854
929,HD 87646 b,441.0,3940.7200000000003,8.0,2016,Gas Giant,12.32,0.117 AU,13.5 days,0.05,HD 87646,Radial Velocity,,,10h06m40.77s,+17d53m42.4s,5770.0,1.12,1.55,254.94409280890608
930,HD 87883 b,60.0,489.41200000000003,7.55,2009,Gas Giant,13.552,3.58 AU,7.5 years,0.53,HD 87883,Radial Velocity,,,10h08m43.14s,+34d14m32.1s,4915.0,0.66,0.79,26.167282253113527
931,HD 88133 b,241.0,324.156,8.01,2004,Gas Giant,13.776,0.0479 AU,3.4 days,0.03,HD 88133,Radial Velocity,,,10h10m07.68s,+18d11m12.7s,5392.0,1.26,2.2,16.772530396906596
932,HD 89307 b,105.0,670.558,7.0089999999999995,2009,Gas Giant,13.328,3.27 AU,5.9 years,0.2,HD 89307,Radial Velocity,,,10h18m21.29s,+12d37m16.0s,5955.0,1.27,1.1,37.067830738581094
934,HD 89744 b,126.0,2653.63,5.72,1999,Gas Giant,12.544,0.917 AU,256.8 days,0.68,HD 89744,Radial Velocity,,,10h22m10.56s,+41d13m46.3s,6291.0,1.86,,165.59951819240032
936,HD 9174 b,266.0,352.75800000000004,8.4,2016,Gas Giant,13.776,2.2 AU,3.2 years,0.12,HD 9174,Radial Velocity,,,01h30m01.00s,-19d36m16.2s,5577.0,1.03,1.67,18.25245954957483
937,HD 92788 b,113.0,1194.9279999999999,7.31,2000,Gas Giant,12.991999999999999,0.97 AU,325.8 days,0.35,HD 92788,Radial Velocity,,,10h42m48.53s,-02d11m01.5s,5744.0,1.15,1.14,69.51531662595646
938,HD 92788 c,113.0,1166.326,7.31,2019,Gas Giant,12.991999999999999,10.5 AU,31.8 years,0.46,HD 92788,Radial Velocity,,,10h42m48.53s,-02d11m01.5s,5744.0,1.15,1.14,67.85138617480325
939,HD 92987 b,142.0,5364.464,7.03,2019,Gas Giant,12.208,9.62 AU,28.4 years,0.21,HD 92987,Radial Velocity,,,10h43m36.27s,-39d03m30.3s,5770.0,1.08,1.58,353.45008069290253
940,HD 93083 b,93.0,117.586,8.3,2005,Gas Giant,13.44,0.477 AU,143.6 days,0.14,HD 93083,Radial Velocity,,,10h44m20.91s,-33d34m37.3s,4995.0,0.7,,6.392163438090685
941,HD 9446 b,164.0,222.46,8.369,2009,Gas Giant,14.0,0.189 AU,30.1 days,0.2,HD 9446,Radial Velocity,,,01h33m20.18s,+29d15m54.5s,5793.0,1.0,1.0,11.145168857246114
942,HD 9446 c,164.0,578.3960000000001,8.369,2009,Gas Giant,13.44,0.654 AU,192.9 days,0.06,HD 9446,Radial Velocity,,,01h33m20.18s,+29d15m54.5s,5793.0,1.0,1.0,31.442533668446075
943,HD 94834 b,321.0,400.428,7.6,2018,Gas Giant,13.664,2.74 AU,4.3 years,0.14,HD 94834,Radial Velocity,,,10h57m15.11s,+24d08m34.0s,4798.0,1.11,4.2,21.060056040718017
944,HD 95086 b,282.0,1589.0,7.36,2013,Gas Giant,12.879999999999999,55.7 AU,328.8 years,0.0,HD 95086,Imaging,,,10h57m03.02s,-68d40m02.4s,,1.6,,94.05523272723225
945,HD 95089 b,448.0,400.428,7.92,2009,Gas Giant,13.664,1.36 AU,464.4 days,0.12,HD 95089,Radial Velocity,,,10h58m47.74s,+01d43m45.2s,4918.0,1.54,5.08,21.060056040718017
946,HD 95089 c,448.0,1096.41,7.92,2018,Gas Giant,13.104,3.33 AU,4.9 years,0.28,HD 95089,Radial Velocity,,,10h58m47.74s,+01d43m45.2s,4918.0,1.54,5.08,62.69833533816761
947,HD 95127 b,2250.0,3378.2140000000004,8.15,2015,Gas Giant,12.432,1.28 AU,482 days,0.11,HD 95127,Radial Velocity,,,10h59m35.09s,+43d48m52.1s,4218.0,3.7,41.01,214.63272808135028
948,HD 95338 b,121.0,42.43583400000001,8.611,2020,Gas Giant,3.8863999999999996,0.262 AU,55.1 days,0.2,HD 95338,Radial Velocity,89.57,3.98,10h59m26.30s,-56d37m22.9s,5212.0,0.83,0.87,27.588528575893896
949,HD 95872 b,236.0,1188.5720000000001,9.895,2015,Gas Giant,12.991999999999999,5.15 AU,12 years,0.06,HD 95872,Radial Velocity,,,11h03m28.11s,-22d05m38.3s,5312.0,0.7,0.84,69.145554303478
950,HD 96063 b,459.0,403.606,8.21,2011,Gas Giant,13.664,1.11 AU,362.5 days,0.17,HD 96063,Radial Velocity,,,11h04m44.45s,-02d30m47.6s,5020.0,1.37,4.75,21.227199342628477
951,HD 96127 b,1949.0,6661.088000000001,7.43,2011,Gas Giant,12.096,1.42 AU,1.8 years,0.3,HD 96127,Radial Velocity,,,11h05m45.95s,+44d18m05.6s,3943.0,10.94,51.1,447.0461984063421
952,HD 96167 b,279.0,227.8626,8.09,2009,Gas Giant,14.0,1.332 AU,498 days,0.69,HD 96167,Radial Velocity,,,11h05m15.07s,-10d17m28.7s,5733.0,1.27,1.94,11.415837243779231
953,HD 97048 b,603.0,794.5,8.447000000000001,2019,Gas Giant,13.216,130.0 AU,957.3 years,0.0,HD 97048,Disk Kinematics,40.0,,11h08m03.32s,-77d39m17.5s,10000.0,2.4,2.25,44.6667786849198
955,HD 98219 b,372.0,624.1592,8.05,2011,Gas Giant,13.44,1.26 AU,433.8 days,0.08,HD 98219,Radial Velocity,,,11h17m47.55s,-23d58m31.5s,4925.0,1.41,4.6,33.93029457408137
956,HD 98649 b,138.0,2157.862,8.0,2012,Gas Giant,12.655999999999999,6.57 AU,16.5 years,0.86,HD 98649,Radial Velocity,,,11h20m51.77s,-23d13m02.4s,5790.0,1.03,1.01,132.28832758449093
957,HD 98736 b,106.0,740.474,7.93,2018,Gas Giant,13.328,1.864 AU,2.7 years,0.23,HD 98736,Radial Velocity,,,11h21m49.34s,+18d11m24.0s,5271.0,0.92,0.93,40.9327230430777
958,HD 99109 b,179.0,139.832,9.1,2005,Gas Giant,14.335999999999999,1.11 AU,439.3 days,0.09,HD 99109,Radial Velocity,,,11h24m17.36s,-01d31m44.7s,5282.0,0.76,0.98,6.680998525876032
960,HD 99706 b,480.0,390.894,7.65,2011,Gas Giant,13.664,1.98 AU,2.3 years,0.25,HD 99706,Radial Velocity,,,11h28m30.21s,+43d57m59.7s,4862.0,1.46,5.52,20.558626134986635
961,HD 99706 c,480.0,1808.2820000000002,7.65,2018,Gas Giant,12.767999999999999,Unknown,3.5 years,0.41,HD 99706,Radial Velocity,,,11h28m30.21s,+43d57m59.7s,4862.0,1.46,5.52,108.92089529905218
962,HIP 105854 b,257.0,2605.96,5.64,2014,Gas Giant,12.544,0.81 AU,184.2 days,0.02,HIP 105854,Radial Velocity,,,21h26m22.87s,-37d49m45.9s,4780.0,2.1,,162.6246765482255
964,HIP 107773 b,338.0,629.244,5.62,2015,Gas Giant,13.328,0.72 AU,144.3 days,0.09,HIP 107773,Radial Velocity,,,21h50m00.12s,-64d42m45.1s,4945.0,2.42,11.6,34.78403074046946
965,HIP 109384 b,183.0,495.76800000000003,9.63,2016,Gas Giant,13.552,1.134 AU,499.5 days,0.55,HIP 109384,Radial Velocity,,,22h09m37.40s,+71d18m51.6s,5180.0,0.78,,26.507117087569547
966,HIP 109600 b,191.0,851.7040000000001,9.16,2016,Gas Giant,13.216,0.706 AU,232.1 days,0.16,HIP 109600,Radial Velocity,,,22h12m06.25s,+29d03m56.9s,5530.0,0.87,,47.882786750234025
968,HIP 12961 b,76.0,114.408,10.24,2010,Gas Giant,13.216,0.25 AU,57.4 days,0.17,HIP 12961,Radial Velocity,,,02h46m42.89s,-23d05m11.8s,3901.0,0.69,0.65,6.432016130628451
969,HIP 14810 b,165.0,1239.42,8.52,2005,Gas Giant,12.991999999999999,0.0696 AU,6.7 days,0.14,HIP 14810,Radial Velocity,,,03h11m14.23s,+21d05m50.5s,5544.0,1.01,1.07,72.10365288330591
970,HIP 14810 c,165.0,416.31800000000004,8.52,2006,Gas Giant,13.664,0.549 AU,147.7 days,0.16,HIP 14810,Radial Velocity,,,03h11m14.23s,+21d05m50.5s,5544.0,1.01,1.07,21.89577255027032
971,HIP 14810 d,165.0,187.502,8.52,2009,Gas Giant,14.111999999999998,1.94 AU,2.7 years,0.19,HIP 14810,Radial Velocity,,,03h11m14.23s,+21d05m50.5s,5544.0,1.01,1.07,9.245269175641367
973,HIP 38594 b,58.0,2574.18,9.77,2020,Neptune-like,2.7664,0.256 AU,60.7 days,0.17,HIP 38594,Radial Velocity,,,07h54m10.88s,-25d18m11.4s,,0.61,,3302.9329009893418
974,HIP 38594 c,58.0,48.394584,9.77,2020,Gas Giant,7.929599999999999,3.805 AU,9.5 years,0.16,HIP 38594,Radial Velocity,,,07h54m10.88s,-25d18m11.4s,,0.61,,7.557618953488432
976,HIP 41378 c,348.0,2250.024,8.93,2016,Neptune-like,2.5536,Unknown,31.7 days,0.0,HIP 41378,Transit,87.5,,08h26m27.85s,+10d04m49.4s,6226.0,1.17,1.34,3388.22468680707
978,HIP 41378 e,348.0,8262.800000000001,8.93,2016,Neptune-like,5.5104,Unknown,131 days,0.0,HIP 41378,Transit,89.91,,08h26m27.85s,+10d04m49.4s,6226.0,1.17,1.34,2672.094303428748
979,HIP 41378 f,348.0,74.04740000000001,8.93,2016,Gas Giant,10.192,Unknown,3 years,0.0,HIP 41378,Transit,89.98,,08h26m27.85s,+10d04m49.4s,6226.0,1.17,1.34,6.99973784582808
981,HIP 48714 b,34.0,7277.62,8.97,2020,Neptune-like,5.1072,0.112 AU,17.8 days,0.5,HIP 48714,Radial Velocity,,,09h56m08.67s,+62d47m18.5s,,0.58,,2739.772080786791
982,HIP 5158 b,169.0,451.276,10.167,2009,Gas Giant,13.552,0.89 AU,345.7 days,0.52,HIP 5158,Radial Velocity,,,01h06m02.05s,-22d27m11.4s,4962.0,0.78,,24.128273246377407
983,HIP 5158 c,169.0,4779.7119999999995,10.167,2011,Gas Giant,12.208,7.7 AU,24.7 years,0.14,HIP 5158,Radial Velocity,,,01h06m02.05s,-22d27m11.4s,4962.0,0.78,,314.92234677851025
985,HIP 54373 c,61.0,3953.432,10.38,2019,Neptune-like,3.5616,0.099 AU,15.1 days,0.2,HIP 54373,Radial Velocity,,,11h07m27.70s,-19d17m29.4s,4021.0,0.57,,3060.3759410330927
987,HIP 57274 c,84.0,129.986556,8.98,2011,Gas Giant,14.223999999999998,0.178 AU,32 days,0.05,HIP 57274,Radial Velocity,,,11h44m40.96s,+30d57m33.5s,4510.0,0.29,0.78,6.308785204432686
988,HIP 57274 d,84.0,167.38526,8.98,2011,Gas Giant,14.223999999999998,1.01 AU,431.7 days,0.27,HIP 57274,Radial Velocity,,,11h44m40.96s,+30d57m33.5s,4510.0,0.29,0.78,8.123898995586268
989,HIP 63242 b,513.0,2917.404,6.871,2013,Gas Giant,12.544,0.565 AU,124.6 days,0.23,HIP 63242,Radial Velocity,,,12h57m31.96s,-65d38m47.3s,4830.0,1.54,,182.06030862350121
990,HIP 65407 b,181.0,136.0184,9.42,2016,Gas Giant,14.335999999999999,0.177 AU,28.1 days,0.14,HIP 65 A,Transit,77.18,0.48,00h00m44.56s,-54d49m50.93s,4590.0,0.78,0.72,6.498789475170324
991,HIP 65407 c,181.0,249.1552,9.42,2016,Gas Giant,13.888,0.316 AU,67.3 days,0.12,HIP 65407,Radial Velocity,,,13h24m21.04s,+48d53m06.3s,5460.0,0.93,,12.684733025611797
992,HIP 65426 b,363.0,2860.2000000000003,6.982,2017,Gas Giant,16.799999999999997,92.0 AU,630.7 years,0.0,HIP 65407,Radial Velocity,,,13h24m21.04s,+48d53m06.3s,5460.0,0.93,,99.51043622541177
993,HIP 65891 b,444.0,1906.8000000000002,6.75,2015,Gas Giant,12.767999999999999,2.81 AU,3 years,0.13,HIP 65426,Imaging,,,13h24m36.10s,-51d30m16.1s,8840.0,1.96,1.77,114.85507412905326
994,HIP 65 A b,202.0,1021.0914,11.13,2020,Gas Giant,22.735999999999997,0.01782 AU,1 days,0.0,HIP 65891,Radial Velocity,,,13h30m25.27s,-58d39m51.7s,5000.0,2.5,8.93,19.396674973443176
995,HIP 67522 b,415.0,72.45840000000001,9.802,2020,Gas Giant,10.057599999999999,Unknown,7 days,0.06,HIP 67522,Transit,89.34,,13h50m06.28s,-40d50m08.9s,5675.0,1.22,1.38,7.033812908726235
996,HIP 67537 b,367.0,3527.58,6.44,2017,Gas Giant,12.432,4.91 AU,7 years,0.59,HIP 67537,Radial Velocity,,,13h50m19.40s,-39d54m03.1s,4985.0,2.41,8.69,224.12260411128767
997,HIP 67851 b,215.0,438.56399999999996,6.17,2015,Gas Giant,13.552,0.46 AU,88.9 days,0.05,HIP 67851,Radial Velocity,,,13h53m52.06s,-35d18m51.7s,4890.0,1.63,5.92,23.448603577465363
998,HIP 67851 c,215.0,2002.14,6.17,2015,Gas Giant,12.767999999999999,3.82 AU,5.8 years,0.17,HIP 67851,Radial Velocity,,,13h53m52.06s,-35d18m51.7s,4890.0,1.63,5.92,120.59782783550592
999,HIP 70849 b,79.0,2860.2000000000003,10.36,2009,Gas Giant,12.544,20.25 AU,47.5 years,0.72,HIP 70849,Radial Velocity,,,14h29m18.56s,-46d27m49.7s,4105.0,0.63,,178.4904986504914
1001,HIP 74890 b,298.0,762.72,7.05,2016,Gas Giant,13.216,2.1 AU,2.3 years,0.07,HIP 74890,Radial Velocity,,,15h18m17.33s,-41d25m14.1s,4850.0,1.74,5.77,42.88010753752301
1002,HIP 78530 b,511.0,7309.400000000001,7.192,2010,Gas Giant,11.984,740.0 AU,12738.7 years,0.0,HIP 78530,Imaging,,,16h01m55.46s,-21d58m49.4s,10500.0,2.5,,499.7685459831579
1003,HIP 79098 AB b,477.0,6514.900000000001,5.86,2019,Gas Giant,12.096,345.0 AU,3311 years,0.0,HIP 79098 AB,Imaging,,,16h08m43.72s,-23d41m07.5s,,3.75,,437.23507000620293
1004,HIP 79431 b,47.0,667.38,11.34,2009,Gas Giant,13.328,0.36 AU,111.7 days,0.29,HIP 79431,Radial Velocity,,,16h12m41.77s,-18d52m31.8s,3368.0,0.42,0.54,36.89215381564943
1005,HIP 8541 b,550.0,1747.9,7.88,2016,Gas Giant,12.767999999999999,2.8 AU,4.3 years,0.16,HIP 8541,Radial Velocity,,,01h50m06.33s,-54d27m53.9s,4670.0,1.17,7.83,105.28381795163216
